dataset,seed,task,method,head_index,original_label,n_images,n_correct,recall,margin_mean,n_components
ISIC,1994,1,C2,1,7,24,12,50.0,0.014006326217364288,20
ISIC,1994,1,C3,0,3,40,39,97.5,0.7556535861755985,37
ISIC,1994,1,C3,1,7,24,12,50.0,0.014006326217364288,20
ISIC,1994,2,C2,0,3,40,32,80.0,0.2703626985554067,37
ISIC,1994,2,C2,1,7,24,13,54.166666666666664,0.07442963439149823,20
ISIC,1994,2,C2,2,4,41,22,53.65853658536585,0.04507642491749194,38
ISIC,1994,2,C2,3,5,37,19,51.351351351351354,0.058239595549920226,34
ISIC,1994,2,C3,0,3,40,32,80.0,0.2699634000287924,37
ISIC,1994,2,C3,1,7,24,13,54.166666666666664,0.06890007118672906,20
ISIC,1994,2,C3,2,4,41,22,53.65853658536585,0.04406965796963191,38
ISIC,1994,2,C3,3,5,37,18,48.648648648648646,0.057378675735223816,34
ISIC,1994,3,C2,0,3,40,17,42.5,-0.023280332022145016,37
ISIC,1994,3,C2,1,7,24,14,58.333333333333336,0.026399707790473115,20
ISIC,1994,3,C2,2,4,41,25,60.97560975609756,0.06462801252870147,38
ISIC,1994,3,C2,3,5,37,19,51.351351351351354,0.0345818923864452,34
ISIC,1994,3,C2,4,1,37,19,51.351351351351354,0.08857247027901252,36
ISIC,1994,3,C2,5,0,44,36,81.81818181818181,0.21902732894487648,44
ISIC,1994,3,C3,0,3,40,17,42.5,-0.02003716701345539,37
ISIC,1994,3,C3,1,7,24,14,58.333333333333336,0.023118488757580657,20
ISIC,1994,3,C3,2,4,41,23,56.09756097560975,0.06262811279033446,38
ISIC,1994,3,C3,3,5,37,19,51.351351351351354,0.033683163606464304,34
ISIC,1994,3,C3,4,1,37,19,51.351351351351354,0.08754631569415819,36
ISIC,1994,3,C3,5,0,44,36,81.81818181818181,0.21608613340949015,44
ISIC,1995,1,C2,0,1,37,32,86.48648648648648,0.4286959922209206,36
ISIC,1995,1,C2,1,3,40,34,85.0,0.49930183804488204,37
ISIC,1995,1,C3,0,1,37,32,86.48648648648648,0.4286959922209206,36
ISIC,1995,1,C3,1,3,40,34,85.0,0.49930183804488204,37
ISIC,1995,2,C2,0,1,37,24,64.86486486486487,0.1873696560655047,36
ISIC,1995,2,C2,1,3,40,33,82.5,0.2508745647516212,37
ISIC,1995,2,C2,2,0,44,35,79.54545454545455,0.2375706260035267,44
ISIC,1995,2,C2,3,6,26,23,88.46153846153847,0.4421860878126029,24
ISIC,1995,2,C3,0,1,37,24,64.86486486486487,0.18744848443365383,36
ISIC,1995,2,C3,1,3,40,33,82.5,0.25072297320806297,37
ISIC,1995,2,C3,2,0,44,35,79.54545454545455,0.23815737416209729,44
ISIC,1995,2,C3,3,6,26,23,88.46153846153847,0.44194791367642444,24
ISIC,1995,3,C2,0,1,37,20,54.054054054054056,0.10143235885940993,36
ISIC,1995,3,C2,1,3,40,22,55.0,0.026748059313835226,37
ISIC,1995,3,C2,2,0,44,36,81.81818181818181,0.2031693755679863,44
ISIC,1995,3,C2,3,6,26,24,92.3076923076923,0.43097867779228416,24
ISIC,1995,3,C2,4,4,41,24,58.53658536585366,0.06423505248352604,38
ISIC,1995,3,C2,5,5,37,18,48.648648648648646,0.04214000321570345,34
ISIC,1995,3,C3,0,1,37,20,54.054054054054056,0.10127956797591953,36
ISIC,1995,3,C3,1,3,40,22,55.0,0.026612876015688118,37
ISIC,1995,3,C3,2,0,44,36,81.81818181818181,0.2037161410053197,44
ISIC,1995,3,C3,3,6,26,24,92.3076923076923,0.432075607365518,24
ISIC,1995,3,C3,4,4,41,24,58.53658536585366,0.06405427583415853,38
ISIC,1995,3,C3,5,5,37,18,48.648648648648646,0.04233433021214632,34
HK,1993,4,C2,0,0,7,5,71.42857142857143,0.1540097947783061,7
HK,1993,4,C2,1,4,165,141,85.45454545454545,0.35129474601046956,165
HK,1993,4,C2,2,12,41,31,75.60975609756098,0.26153926703661184,41
HK,1993,4,C2,3,8,153,152,99.34640522875817,0.5996497055759699,153
HK,1993,4,C2,4,2,182,182,100.0,0.7695563028391805,182
HK,1993,4,C2,5,11,61,40,65.57377049180327,0.09450145714435619,61
HK,1993,4,C2,6,17,5,5,100.0,0.35183859581275934,5
HK,1993,4,C2,7,3,157,133,84.71337579617834,0.30152027071122256,157
HK,1993,4,C3,0,0,7,5,71.42857142857143,0.15300759681210327,7
HK,1993,4,C3,1,4,165,141,85.45454545454545,0.3507772791415352,165
HK,1993,4,C3,2,12,41,31,75.60975609756098,0.2615696719668268,41
HK,1993,4,C3,3,8,153,152,99.34640522875817,0.5990344933713745,153
HK,1993,4,C3,4,2,182,182,100.0,0.7690039180132449,182
HK,1993,4,C3,5,11,61,40,65.57377049180327,0.09466987429791575,61
HK,1993,4,C3,6,17,5,5,100.0,0.35232274241083344,5
HK,1993,4,C3,7,3,157,133,84.71337579617834,0.30179613093379215,157
HK,1993,5,C2,0,0,7,5,71.42857142857143,0.05908015640608414,7
HK,1993,5,C2,1,4,165,141,85.45454545454545,0.3260963877221235,165
HK,1993,5,C2,2,12,41,33,80.48780487804878,0.22435559649816392,41
HK,1993,5,C2,3,8,153,150,98.03921568627452,0.5490342081957618,153
HK,1993,5,C2,4,2,182,182,100.0,0.716131950314115,182
HK,1993,5,C2,5,11,61,33,54.09836065573771,0.02998991416405865,61
HK,1993,5,C2,6,17,5,4,80.0,0.28173375095855324,5
HK,1993,5,C2,7,3,157,137,87.26114649681529,0.27636891492572147,157
HK,1993,5,C2,8,21,4,4,100.0,0.2804513481180402,4
HK,1993,5,C2,9,16,8,4,50.0,-0.024179374249654426,8
HK,1993,5,C3,0,0,7,5,71.42857142857143,0.05879343573916875,7
HK,1993,5,C3,1,4,165,141,85.45454545454545,0.3300631226535146,165
HK,1993,5,C3,2,12,41,33,80.48780487804878,0.22855336585228134,41
HK,1993,5,C3,3,8,153,150,98.03921568627452,0.5547746704578566,153
HK,1993,5,C3,4,2,182,182,100.0,0.7264993014751543,182
HK,1993,5,C3,5,11,61,32,52.459016393442624,0.028927054957251445,61
HK,1993,5,C3,6,17,5,4,80.0,0.28558872765291987,5
HK,1993,5,C3,7,3,157,137,87.26114649681529,0.27710759537724455,157
HK,1993,5,C3,8,21,4,4,100.0,0.2741608011511224,4
HK,1993,5,C3,9,16,8,4,50.0,-0.022426050378078842,8
HK,1993,6,C2,0,0,7,5,71.42857142857143,0.05850740580177766,7
HK,1993,6,C2,1,4,165,142,86.06060606060606,0.3005334011473021,165
HK,1993,6,C2,2,12,41,34,82.92682926829268,0.19637518889523164,41
HK,1993,6,C2,3,8,153,150,98.03921568627452,0.49175044752667985,153
HK,1993,6,C2,4,2,182,182,100.0,0.67732127049239,182
HK,1993,6,C2,5,11,61,35,57.377049180327866,0.02128931242924024,61
HK,1993,6,C2,6,17,5,4,80.0,0.20794626502089192,5
HK,1993,6,C2,7,3,157,136,86.62420382165605,0.2413807022264985,157
HK,1993,6,C2,8,21,4,1,25.0,-0.1437810299111198,4
HK,1993,6,C2,9,16,8,4,50.0,-0.02302108517758847,8
HK,1993,6,C2,10,22,21,17,80.95238095238095,0.1840153170329042,21
HK,1993,6,C2,11,13,160,152,95.0,0.4353773378552896,160
HK,1993,6,C3,0,0,7,5,71.42857142857143,0.05807912549068152,7
HK,1993,6,C3,1,4,165,142,86.06060606060606,0.30332422058999897,165
HK,1993,6,C3,2,12,41,35,85.36585365853658,0.19934012894356695,41
HK,1993,6,C3,3,8,153,150,98.03921568627452,0.4954804575419105,153
HK,1993,6,C3,4,2,182,182,100.0,0.6855689123029979,182
HK,1993,6,C3,5,11,61,34,55.73770491803279,0.020308924719905516,61
HK,1993,6,C3,6,17,5,4,80.0,0.20988584609493266,5
HK,1993,6,C3,7,3,157,136,86.62420382165605,0.2411656597706337,157
HK,1993,6,C3,8,21,4,1,25.0,-0.14439354401710347,4
HK,1993,6,C3,9,16,8,4,50.0,-0.02156898620318868,8
HK,1993,6,C3,10,22,21,16,76.19047619047619,0.18387132347421006,21
HK,1993,6,C3,11,13,160,152,95.0,0.4356757494686754,160
HK,1993,7,C2,0,0,7,5,71.42857142857143,0.055934377969109626,7
HK,1993,7,C2,1,4,165,142,86.06060606060606,0.2823224654030887,165
HK,1993,7,C2,2,12,41,35,85.36585365853658,0.18394399549878693,41
HK,1993,7,C2,3,8,153,151,98.69281045751634,0.43421805688446874,153
HK,1993,7,C2,4,2,182,182,100.0,0.6519802271075488,182
HK,1993,7,C2,5,11,61,34,55.73770491803279,0.017818983168973707,61
HK,1993,7,C2,6,17,5,3,60.0,0.043729136764185585,5
HK,1993,7,C2,7,3,157,136,86.62420382165605,0.22179328506512316,157
HK,1993,7,C2,8,21,4,1,25.0,-0.12207811602808316,4
HK,1993,7,C2,9,16,8,4,50.0,-0.018115191220079433,8
HK,1993,7,C2,10,22,21,16,76.19047619047619,0.16341511086459937,21
HK,1993,7,C2,11,13,160,153,95.625,0.40138326996176676,160
HK,1993,7,C2,12,18,33,17,51.515151515151516,0.017649175271199056,33
HK,1993,7,C2,13,14,60,59,98.33333333333333,0.5225197443472297,60
HK,1993,7,C3,0,0,7,5,71.42857142857143,0.05595312842198374,7
HK,1993,7,C3,1,4,165,142,86.06060606060606,0.28608404301426105,165
HK,1993,7,C3,2,12,41,34,82.92682926829268,0.1869260073227244,41
HK,1993,7,C3,3,8,153,151,98.69281045751634,0.43862796473312043,153
HK,1993,7,C3,4,2,182,182,100.0,0.6639620145418362,182
HK,1993,7,C3,5,11,61,34,55.73770491803279,0.016979848334038077,61
HK,1993,7,C3,6,17,5,3,60.0,0.04207609270466943,5
HK,1993,7,C3,7,3,157,135,85.98726114649682,0.2211246089426873,157
HK,1993,7,C3,8,21,4,1,25.0,-0.12208832320061865,4
HK,1993,7,C3,9,16,8,4,50.0,-0.016759338993380002,8
HK,1993,7,C3,10,22,21,16,76.19047619047619,0.16347906401782283,21
HK,1993,7,C3,11,13,160,153,95.625,0.40369828264674573,160
HK,1993,7,C3,12,18,33,17,51.515151515151516,0.01767964194010735,33
HK,1993,7,C3,13,14,60,59,98.33333333333333,0.5226390880239721,60
HK,1993,8,C2,0,0,7,5,71.42857142857143,0.047229041807844076,7
HK,1993,8,C2,1,4,165,143,86.66666666666667,0.2685753043876724,165
HK,1993,8,C2,2,12,41,34,82.92682926829268,0.173406508245519,41
HK,1993,8,C2,3,8,153,149,97.38562091503267,0.40646146833824764,153
HK,1993,8,C2,4,2,182,182,100.0,0.6329915032645153,182
HK,1993,8,C2,5,11,61,31,50.81967213114754,-0.007377455991117979,61
HK,1993,8,C2,6,17,5,3,60.0,0.0437714087534974,5
HK,1993,8,C2,7,3,157,132,84.07643312101911,0.20526772582081035,157
HK,1993,8,C2,8,21,4,1,25.0,-0.11403983747644184,4
HK,1993,8,C2,9,16,8,4,50.0,-0.010865174295362573,8
HK,1993,8,C2,10,22,21,16,76.19047619047619,0.15661053200307162,21
HK,1993,8,C2,11,13,160,151,94.375,0.37565945272785506,160
HK,1993,8,C2,12,18,33,15,45.45454545454545,-0.015051222115539145,33
HK,1993,8,C2,13,14,60,59,98.33333333333333,0.5131762610352246,60
HK,1993,8,C2,14,9,164,162,98.78048780487805,0.5342409304223626,164
HK,1993,8,C2,15,19,2,0,0.0,-0.18979285357705825,2
HK,1993,8,C3,0,0,7,5,71.42857142857143,0.04692071604593467,7
HK,1993,8,C3,1,4,165,143,86.66666666666667,0.2715643752232835,165
HK,1993,8,C3,2,12,41,34,82.92682926829268,0.1755104340897133,41
HK,1993,8,C3,3,8,153,149,97.38562091503267,0.41009457047862163,153
HK,1993,8,C3,4,2,182,182,100.0,0.6441209120027153,182
HK,1993,8,C3,5,11,61,30,49.18032786885246,-0.008675671456887192,61
HK,1993,8,C3,6,17,5,3,60.0,0.04157075930204317,5
HK,1993,8,C3,7,3,157,131,83.43949044585987,0.2041621386533752,157
HK,1993,8,C3,8,21,4,1,25.0,-0.11376326151912775,4
HK,1993,8,C3,9,16,8,4,50.0,-0.008845483898618809,8
HK,1993,8,C3,10,22,21,16,76.19047619047619,0.15682613984537597,21
HK,1993,8,C3,11,13,160,151,94.375,0.3777922356187883,160
HK,1993,8,C3,12,18,33,15,45.45454545454545,-0.015037303713564511,33
HK,1993,8,C3,13,14,60,59,98.33333333333333,0.513659096000892,60
HK,1993,8,C3,14,9,164,162,98.78048780487805,0.5356875752799785,164
HK,1993,8,C3,15,19,2,0,0.0,-0.19145665968776193,2
HK,1993,9,C2,0,0,7,5,71.42857142857143,0.04856901110129145,7
HK,1993,9,C2,1,4,165,143,86.66666666666667,0.257667312823972,165
HK,1993,9,C2,2,12,41,35,85.36585365853658,0.16468536059697617,41
HK,1993,9,C2,3,8,153,150,98.03921568627452,0.3676414310107364,153
HK,1993,9,C2,4,2,182,182,100.0,0.612352450451141,182
HK,1993,9,C2,5,11,61,31,50.81967213114754,-0.01118979567010757,61
HK,1993,9,C2,6,17,5,3,60.0,0.048430736624461436,5
HK,1993,9,C2,7,3,157,130,82.80254777070064,0.1909930551777384,157
HK,1993,9,C2,8,21,4,1,25.0,-0.10916408883336273,4
HK,1993,9,C2,9,16,8,4,50.0,-0.011354706761630542,8
HK,1993,9,C2,10,22,21,17,80.95238095238095,0.1473669436491826,21
HK,1993,9,C2,11,13,160,152,95.0,0.3575909576535832,160
HK,1993,9,C2,12,18,33,14,42.42424242424242,-0.020943834003734518,33
HK,1993,9,C2,13,14,60,59,98.33333333333333,0.4013821401195186,60
HK,1993,9,C2,14,9,164,162,98.78048780487805,0.49442356018216715,164
HK,1993,9,C2,15,19,2,0,0.0,-0.18711823982912176,2
HK,1993,9,C2,16,15,123,122,99.1869918699187,0.5977164215753474,123
HK,1993,9,C2,17,6,1,0,0.0,-0.19140986051442688,1
HK,1993,9,C3,0,0,7,5,71.42857142857143,0.04840931688588263,7
HK,1993,9,C3,1,4,165,143,86.66666666666667,0.2603857794225563,165
HK,1993,9,C3,2,12,41,35,85.36585365853658,0.16652634263448376,41
HK,1993,9,C3,3,8,153,150,98.03921568627452,0.37020770506558237,153
HK,1993,9,C3,4,2,182,182,100.0,0.6232563471505608,182
HK,1993,9,C3,5,11,61,31,50.81967213114754,-0.012509393677254291,61
HK,1993,9,C3,6,17,5,3,60.0,0.04651684331279448,5
HK,1993,9,C3,7,3,157,130,82.80254777070064,0.1895146971601777,157
HK,1993,9,C3,8,21,4,1,25.0,-0.10869906193957843,4
HK,1993,9,C3,9,16,8,4,50.0,-0.009098020619011528,8
HK,1993,9,C3,10,22,21,17,80.95238095238095,0.147435804115328,21
HK,1993,9,C3,11,13,160,152,95.0,0.35955928910599316,160
HK,1993,9,C3,12,18,33,14,42.42424242424242,-0.02110651411500282,33
HK,1993,9,C3,13,14,60,59,98.33333333333333,0.40364694738343915,60
HK,1993,9,C3,14,9,164,162,98.78048780487805,0.49662140049448916,164
HK,1993,9,C3,15,19,2,0,0.0,-0.18898790900492063,2
HK,1993,9,C3,16,15,123,122,99.1869918699187,0.5987114540513804,123
HK,1993,9,C3,17,6,1,0,0.0,-0.19198297019507324,1
HK,1993,10,C2,0,0,7,5,71.42857142857143,0.04909457617832093,7
HK,1993,10,C2,1,4,165,144,87.27272727272727,0.25028606433766715,165
HK,1993,10,C2,2,12,41,35,85.36585365853658,0.15954444135771834,41
HK,1993,10,C2,3,8,153,150,98.03921568627452,0.351641265250365,153
HK,1993,10,C2,4,2,182,182,100.0,0.6034750848283642,182
HK,1993,10,C2,5,11,61,30,49.18032786885246,-0.011517383846186714,61
HK,1993,10,C2,6,17,5,3,60.0,0.05400248101136251,5
HK,1993,10,C2,7,3,157,130,82.80254777070064,0.1779286424740547,157
HK,1993,10,C2,8,21,4,0,0.0,-0.11638607005411795,4
HK,1993,10,C2,9,16,8,4,50.0,-0.01194601083697932,8
HK,1993,10,C2,10,22,21,17,80.95238095238095,0.11849581728390095,21
HK,1993,10,C2,11,13,160,152,95.0,0.350554650705949,160
HK,1993,10,C2,12,18,33,14,42.42424242424242,-0.03815493348586556,33
HK,1993,10,C2,13,14,60,58,96.66666666666667,0.2661509483166489,60
HK,1993,10,C2,14,9,164,162,98.78048780487805,0.4747564086893035,164
HK,1993,10,C2,15,19,2,0,0.0,-0.17388750606515405,2
HK,1993,10,C2,16,15,123,122,99.1869918699187,0.5784913726760981,123
HK,1993,10,C2,17,6,1,0,0.0,-0.23249157201613474,1
HK,1993,10,C2,18,5,1,0,0.0,-0.09710222676736471,1
HK,1993,10,C2,19,20,66,15,22.727272727272727,-0.06374013441699823,66
HK,1993,10,C3,0,0,7,5,71.42857142857143,0.04884665956825108,7
HK,1993,10,C3,1,4,165,145,87.87878787878788,0.25366177894053027,165
HK,1993,10,C3,2,12,41,34,82.92682926829268,0.16233234699011506,41
HK,1993,10,C3,3,8,153,150,98.03921568627452,0.355475033218977,153
HK,1993,10,C3,4,2,182,182,100.0,0.6180851604062597,182
HK,1993,10,C3,5,11,61,30,49.18032786885246,-0.013214962000091555,61
HK,1993,10,C3,6,17,5,3,60.0,0.052795050548298764,5
HK,1993,10,C3,7,3,157,130,82.80254777070064,0.17587174795326704,157
HK,1993,10,C3,8,21,4,0,0.0,-0.11627850226011627,4
HK,1993,10,C3,9,16,8,4,50.0,-0.009505732048143076,8
HK,1993,10,C3,10,22,21,17,80.95238095238095,0.11795575630278679,21
HK,1993,10,C3,11,13,160,152,95.0,0.35370817183158043,160
HK,1993,10,C3,12,18,33,15,45.45454545454545,-0.04017248070825072,33
HK,1993,10,C3,13,14,60,58,96.66666666666667,0.2707709462543179,60
HK,1993,10,C3,14,9,164,162,98.78048780487805,0.4797005528600489,164
HK,1993,10,C3,15,19,2,0,0.0,-0.17801712162451172,2
HK,1993,10,C3,16,15,123,122,99.1869918699187,0.5849067436607105,123
HK,1993,10,C3,17,6,1,0,0.0,-0.23866473774959435,1
HK,1993,10,C3,18,5,1,0,0.0,-0.10152367745286225,1
HK,1993,10,C3,19,20,66,15,22.727272727272727,-0.06321150562132197,66
HK,1993,11,C2,0,0,7,5,71.42857142857143,0.039905129073062526,7
HK,1993,11,C2,1,4,165,144,87.27272727272727,0.23469260601992847,165
HK,1993,11,C2,2,12,41,34,82.92682926829268,0.15191826862024546,41
HK,1993,11,C2,3,8,153,150,98.03921568627452,0.31482650403683965,153
HK,1993,11,C2,4,2,182,152,83.51648351648352,0.300331537980498,182
HK,1993,11,C2,5,11,61,13,21.311475409836067,-0.075316312940008,61
HK,1993,11,C2,6,17,5,3,60.0,0.051510518834542676,5
HK,1993,11,C2,7,3,157,129,82.1656050955414,0.15602017595100998,157
HK,1993,11,C2,8,21,4,0,0.0,-0.10587257783903484,4
HK,1993,11,C2,9,16,8,3,37.5,-0.043769915596747255,8
HK,1993,11,C2,10,22,21,16,76.19047619047619,0.10555035088722718,21
HK,1993,11,C2,11,13,160,152,95.0,0.32749470111895207,160
HK,1993,11,C2,12,18,33,13,39.39393939393939,-0.03815256600458165,33
HK,1993,11,C2,13,14,60,56,93.33333333333333,0.24062351575781174,60
HK,1993,11,C2,14,9,164,162,98.78048780487805,0.43599383472640824,164
HK,1993,11,C2,15,19,2,0,0.0,-0.16391074595054864,2
HK,1993,11,C2,16,15,123,122,99.1869918699187,0.5623850184834923,123
HK,1993,11,C2,17,6,1,0,0.0,-0.21642674373902723,1
HK,1993,11,C2,18,5,1,0,0.0,-0.09207316219171799,1
HK,1993,11,C2,19,20,66,16,24.242424242424242,-0.0676753052068616,66
HK,1993,11,C2,20,10,150,122,81.33333333333333,0.1283980030949291,150
HK,1993,11,C2,21,7,21,21,100.0,0.4778808877489195,21
HK,1993,11,C2,22,1,113,107,94.69026548672566,0.34426790630089193,113
HK,1993,11,C3,0,0,7,5,71.42857142857143,0.03913563262356382,7
HK,1993,11,C3,1,4,165,144,87.27272727272727,0.23713330234417632,165
HK,1993,11,C3,2,12,41,34,82.92682926829268,0.1542241826883626,41
HK,1993,11,C3,3,8,153,150,98.03921568627452,0.3172671438989844,153
HK,1993,11,C3,4,2,182,150,82.41758241758242,0.2995084013339649,182
HK,1993,11,C3,5,11,61,13,21.311475409836067,-0.07989680193307949,61
HK,1993,11,C3,6,17,5,3,60.0,0.04992926114774366,5
HK,1993,11,C3,7,3,157,128,81.52866242038216,0.15322069759193663,157
HK,1993,11,C3,8,21,4,0,0.0,-0.10612530324959363,4
HK,1993,11,C3,9,16,8,3,37.5,-0.043425115990016624,8
HK,1993,11,C3,10,22,21,16,76.19047619047619,0.1047496252824553,21
HK,1993,11,C3,11,13,160,152,95.0,0.3300342002894601,160
HK,1993,11,C3,12,18,33,13,39.39393939393939,-0.03950406675702803,33
HK,1993,11,C3,13,14,60,56,93.33333333333333,0.24483572310554436,60
